SE ID,seqnames,start,end,width,strand,ID,target SYMBOL,target ENSEMBL,target evidence,target main evidence,SE rank,Signature ChIPseq Top10Percent,Signature ChIPseq MaxExposure
SE_1036,chr2,29929658,30133635,203978,*,SE_1036,ALK,ENSG00000171094,correlation,correlation,1796,,MYCN
SE_1037,chr2,30887240,30916786,29547,*,SE_1037,LBH,ENSG00000213626,correlation,correlation,671,,MYCN
SE_1038,chr2,31137552,31244153,106602,*,SE_1038,GALNT14,ENSG00000158089,correlation,correlation,1395,,MNA-HR
SE_1039,chr2,31479774,31556551,76778,*,SE_1039,EHD3,ENSG00000013016,correlation,correlation,802,,MES
SE_1040,chr2,37837869,37881825,43957,*,SE_1040,CDC42EP3,ENSG00000163171,correlation,correlation,1352,,MYCN
SE_1041,chr2,38371919,38422093,50175,*,SE_1041,RMDN2,ENSG00000115841,correlation,correlation,251,,MES
SE_1042,chr2,38648220,38671792,23573,*,SE_1042,ARHGEF33,ENSG00000214694,correlation,correlation,279,,MNA-LR
SE_1043,chr2,39714827,39739946,25120,*,SE_1043,AC007246.3,ENSG00000231312,nearest,nearest,37,,MES
SE_1044,chr2,40633697,40666548,32852,*,SE_1044,SLC8A1,ENSG00000183023,correlation,correlation,702,,MNA-LR
SE_1045,chr2,42136698,42176852,40155,*,SE_1045,PKDCC,ENSG00000162878,correlation,correlation,1420,,MNA-LR
SE_1046,chr2,43061295,43108831,47537,*,SE_1046,ZFP36L2,ENSG00000152518,HiC|correlation,HiC,1370,,MNA-HR
SE_1047,chr2,43140882,43197350,56469,*,SE_1047,COX7A2L,ENSG00000115944,correlation,correlation,1720,MES,MES
SE_1048,chr2,43300582,43316424,15843,*,SE_1048,THADA,ENSG00000115970,nearest,nearest,1258,MES,MES
SE_1049,chr2,43334949,43367739,32791,*,SE_1049,PLEKHH2,ENSG00000152527,correlation,correlation,980,MES,MES
SE_1050,chr2,43377565,43400854,23290,*,SE_1050,ZFP36L2,ENSG00000152518,HiChIP,HiChIP,772,,MES
SE_1051,chr2,43460392,43508009,47618,*,SE_1051,AC010883.5,ENSG00000234936,correlation,correlation,1873,MNA-LR,MNA-LR
SE_1052,chr2,43521221,43689255,168035,*,SE_1052,ZFP36L2,ENSG00000152518,correlation,correlation,1943,,MNA-LR
SE_1053,chr2,43698976,43766139,67164,*,SE_1053,AC010883.5,ENSG00000234936,HiC|correlation,HiC,1598,,MNA-LR
SE_1054,chr2,44898605,44921162,22558,*,SE_1054,SIX3,ENSG00000138083,correlation,correlation,1359,MYCN,MYCN
SE_1055,chr2,45906863,45940467,33605,*,SE_1055,PRKCE,ENSG00000171132,correlation,correlation,983,,MNA-LR
SE_1056,chr2,45970657,46080422,109766,*,SE_1056,PRKCE,ENSG00000171132,HiC|correlation|nearest,HiC,1918,,MYCN
SE_1057,chr2,46099840,46166603,66764,*,SE_1057,PRKCE,ENSG00000171132,HiChIP|HiC|correlation|nearest,HiChIP,1773,,MNA-LR
SE_1058,chr2,46553467,46615151,61685,*,SE_1058,EPAS1,ENSG00000116016,correlation,correlation,1875,MYCN,MYCN
SE_1059,chr2,47072198,47116652,44455,*,SE_1059,AC106869.2,ENSG00000226087,correlation,correlation,1275,MES,MES
SE_1060,chr2,47182686,47293786,111101,*,SE_1060,CALM2,ENSG00000143933,HiChIP|correlation,HiChIP,1960,MNA-LR,MNA-LR
SE_1061,chr2,47304444,47326575,22132,*,SE_1061,CALM2,ENSG00000143933,correlation,correlation,1668,MNA-LR,MNA-LR
SE_1062,chr2,47435693,47493129,57437,*,SE_1062,CALM2,ENSG00000143933,HiChIP|HiC|correlation,HiChIP,1669,,MNA-LR
SE_1063,chr2,48552648,48584079,31432,*,SE_1063,FOXN2,ENSG00000170802,correlation,correlation,371,,MES
SE_1064,chr2,50343851,50362118,18268,*,SE_1064,NRXN1,ENSG00000179915,correlation,correlation,96,,MYCN
SE_1065,chr2,51201274,51242613,41340,*,SE_1065,NRXN1,ENSG00000179915,correlation,correlation,414,,MES
SE_1066,chr2,54629060,54667611,38552,*,SE_1066,ACYP2,ENSG00000170634,correlation,correlation,108,,MES
SE_1067,chr2,54795911,54869029,73119,*,SE_1067,ACYP2,ENSG00000170634,correlation,correlation,1629,MES,MES
SE_1068,chr2,67769846,67803286,33441,*,SE_1068,AC023115.4,ENSG00000236605,correlation,correlation,1086,,MNA-LR
SE_1069,chr2,70358806,70361480,2675,*,SE_1069,AC016700.6,ENSG00000231414,correlation,correlation,307,MES,MES
SE_1070,chr2,70930832,70972656,41825,*,SE_1070,ADD2,ENSG00000075340,correlation,correlation,898,,MNA-HR
SE_1071,chr2,71912198,71943916,31719,*,SE_1071,ZNF638,ENSG00000075292,correlation,correlation,640,,MNA-HR
SE_1072,chr2,76884419,76928570,44152,*,SE_1072,LRRTM4,ENSG00000176204,correlation,correlation,905,,MYCN
SE_1073,chr2,79225593,79247897,22305,*,SE_1073,CTNNA2,ENSG00000066032,correlation,correlation,559,MNA-LR,MNA-LR
SE_1074,chr2,80259555,80320024,60470,*,SE_1074,LRRTM1,ENSG00000162951,correlation,correlation,903,,MNA-LR
SE_1075,chr2,99070957,99133296,62340,*,SE_1075,INPP4A,ENSG00000040933,nearest,nearest,1415,,MES
SE_1076,chr2,100236025,100288282,52258,*,SE_1076,AFF3,ENSG00000144218,correlation,correlation,970,,MYCN
SE_1077,chr2,100874201,100917676,43476,*,SE_1077,PDCL3,ENSG00000115539,HiChIP,HiChIP,1400,,MES
SE_1078,chr2,102350278,102392433,42156,*,SE_1078,RFX8,ENSG00000196460,correlation,correlation,575,,MES
SE_1079,chr2,102623038,102700061,77024,*,SE_1079,IL1R1,ENSG00000115594,correlation,correlation,151,,MES
SE_1080,chr2,109189109,109258543,69435,*,SE_1080,RANBP2,ENSG00000153201,correlation,correlation,1337,,MES
SE_1081,chr2,109818459,109923077,104619,*,SE_1081,SH3RF3,ENSG00000172985,correlation,correlation,590,,MES
SE_1082,chr2,110046438,110086095,39658,*,SE_1082,SH3RF3,ENSG00000172985,correlation,correlation,328,,MES
SE_1083,chr2,119987519,120023439,35921,*,SE_1083,STEAP3,ENSG00000115107,correlation,correlation,1243,,MNA-HR
SE_1084,chr2,121506513,121583775,77263,*,SE_1084,GLI2,ENSG00000074047,correlation,correlation,1474,,MNA-HR
SE_1085,chr2,129018389,129068099,49711,*,SE_1085,HS6ST1,ENSG00000136720,correlation,correlation,1361,,MNA-HR
SE_1086,chr2,134991138,135176488,185351,*,SE_1086,MGAT5,ENSG00000152127,HiChIP|HiC|correlation|nearest,HiChIP,1946,,MYCN
SE_1087,chr2,135239480,135397862,158383,*,SE_1087,TMEM163,ENSG00000152128,correlation,correlation,1358,,MYCN
SE_1088,chr2,136754355,136788834,34480,*,SE_1088,CXCR4,ENSG00000121966,correlation,correlation,503,,MES
SE_1089,chr2,136882607,136911359,28753,*,SE_1089,CXCR4,ENSG00000121966,correlation,correlation,1266,,MNA-LR
SE_1090,chr2,136962829,137015432,52604,*,SE_1090,CXCR4,ENSG00000121966,correlation,correlation,972,,MES
SE_1091,chr2,144188561,144257088,68528,*,SE_1091,GTDC1,ENSG00000121964,correlation,correlation,168,,MES
SE_1092,chr2,144356926,144397846,40921,*,SE_1092,GTDC1,ENSG00000121964,correlation,correlation,25,,MES
SE_1093,chr2,145218086,145231823,13738,*,SE_1093,ZEB2,ENSG00000169554,correlation,correlation,229,,MES
SE_1094,chr2,145249656,145262891,13236,*,SE_1094,ZEB2,ENSG00000169554,correlation,correlation,160,MES,MES
SE_1095,chr2,151726938,151797038,70101,*,SE_1095,RND3,ENSG00000115963,correlation,correlation,990,,MNA-LR
SE_1096,chr2,151823540,151893125,69586,*,SE_1096,RND3,ENSG00000115963,correlation,correlation,1068,,MNA-LR
SE_1097,chr2,153251782,153328862,77081,*,SE_1097,FMNL2,ENSG00000157827,correlation,correlation,792,,MES
SE_1098,chr2,153342034,153382455,40422,*,SE_1098,FMNL2,ENSG00000157827,correlation,correlation,230,,MES
SE_1099,chr2,159902868,160017113,114246,*,SE_1099,TANC1,ENSG00000115183,correlation,correlation,1700,,MES
SE_1100,chr2,161144967,161206291,61325,*,SE_1100,RBMS1,ENSG00000153250,correlation,correlation,1476,,MES
SE_1101,chr2,161208712,161255161,46450,*,SE_1101,PLA2R1,ENSG00000153246,correlation,correlation,1131,,MES
SE_1102,chr2,168857043,169050244,193202,*,SE_1102,AC074363.1,ENSG00000228222,correlation,correlation,1885,,MNA-LR
SE_1103,chr2,173669256,173699980,30725,*,SE_1103,RAPGEF4,ENSG00000091428,correlation,correlation,1322,MYCN,MYCN
SE_1104,chr2,173756188,173796760,40573,*,SE_1104,RAPGEF4,ENSG00000091428,correlation,correlation,1278,,MYCN
SE_1105,chr2,174885901,174905239,19339,*,SE_1105,OLA1,ENSG00000138430,correlation,correlation,333,,MES
SE_1106,chr2,175425846,175454557,28712,*,SE_1106,RNU6-5P,ENSG00000206965,correlation,correlation,242,,MES
SE_1107,chr2,176699259,176757367,58109,*,SE_1107,KIAA1715,ENSG00000144320,correlation,correlation,1049,,MYCN
SE_1108,chr2,177347718,177367711,19994,*,SE_1108,HOXD1,ENSG00000128645,correlation,correlation,868,,MNA-LR
SE_1109,chr2,177402334,177462992,60659,*,SE_1109,HOXD3,ENSG00000128652,HiChIP|HiC|correlation,HiChIP,1731,MYCN,MYCN
SE_1110,chr2,178100578,178118265,17688,*,SE_1110,NFE2L2,ENSG00000116044,correlation,correlation,263,MES,MES
SE_1111,chr2,178606949,178628600,21652,*,SE_1111,HOXD3,ENSG00000128652,HiC,HiC,674,,MYCN
SE_1112,chr2,186879811,186944577,64767,*,SE_1112,ZC3H15,ENSG00000065548,correlation,correlation,1231,,MNA-LR
SE_1113,chr2,197377000,197403279,26280,*,SE_1113,HECW2,ENSG00000138411,correlation,correlation,221,,MNA-LR
SE_1114,chr2,197943788,197978055,34268,*,SE_1114,HSPD1,ENSG00000144381,correlation,correlation,847,MYCN,MYCN
SE_1115,chr2,198070014,198081936,11923,*,SE_1115,COQ10B,ENSG00000115520,correlation,correlation,152,MES,MES
SE_1116,chr2,198105139,198145125,39987,*,SE_1116,ANKRD44,ENSG00000065413,correlation,correlation,978,,MES
SE_1117,chr2,205017018,205065227,48210,*,SE_1117,ICOS,ENSG00000163600,correlation,correlation,940,,MNA-LR
SE_1118,chr2,205088055,205095301,7247,*,SE_1118,ICOS,ENSG00000163600,nearest,nearest,327,MYCN,MYCN
SE_1119,chr2,206409172,206451838,42667,*,SE_1119,INO80D,ENSG00000114933,correlation,correlation,933,,MYCN
SE_1120,chr2,206559025,206643603,84579,*,SE_1120,AC007362.1,ENSG00000180672,correlation,correlation,1887,,MNA-LR
SE_1121,chr2,207912884,207942491,29608,*,SE_1121,FASTKD2,ENSG00000118246,correlation,correlation,906,,MYCN
SE_1122,chr2,207970557,207982343,11787,*,SE_1122,METTL21A,ENSG00000144401,correlation,correlation,1200,MYCN,MYCN
SE_1123,chr2,207996140,208009731,13592,*,SE_1123,METTL21A,ENSG00000144401,correlation,correlation,794,MES,MES
SE_1124,chr2,208114722,208124096,9375,*,SE_1124,KLF7,ENSG00000118263,HiChIP|correlation|nearest,HiChIP,1235,MYCN,MYCN
SE_1125,chr2,208330969,208339621,8653,*,SE_1125,KLF7,ENSG00000118263,HiChIP|correlation,HiChIP,583,MYCN,MYCN
SE_1126,chr2,217630314,217661782,31469,*,SE_1126,IGFBP5,ENSG00000115461,HiC|correlation|nearest,HiC,799,,MES
SE_1127,chr2,218107465,218156282,48818,*,SE_1127,DIRC3,ENSG00000231672,correlation,correlation,1439,,MNA-LR
SE_1128,chr2,218672224,218800456,128233,*,SE_1128,PNKD,ENSG00000127838,correlation,correlation,1906,MES,MES
SE_1129,chr2,224306949,224376309,69361,*,SE_1129,WDFY1,ENSG00000085449,correlation,correlation,1734,,MNA-LR
SE_1130,chr2,224389958,224452938,62981,*,SE_1130,WDFY1,ENSG00000085449,correlation,correlation,1245,,MNA-LR
SE_1131,chr2,231507645,231558575,50931,*,SE_1131,CAB39,ENSG00000135932,correlation,correlation,1127,,MES
SE_1132,chr2,231967886,231990309,22424,*,SE_1132,ARMC9,ENSG00000135931,HiChIP,HiChIP,116,,MES
SE_1133,chr2,232141234,232207655,66422,*,SE_1133,B3GNT7,ENSG00000156966,correlation,correlation,920,,MES
SE_1134,chr2,233358780,233381507,22728,*,SE_1134,ECEL1,ENSG00000171551,correlation,correlation,1639,MNA-LR,MNA-LR
SE_1135,chr2,234881656,234915895,34240,*,SE_1135,ARL4C,ENSG00000188042,correlation,correlation,1094,,MYCN
SE_1136,chr2,235237310,235250944,13635,*,SE_1136,ARL4C,ENSG00000188042,correlation,correlation,861,MYCN,MYCN
SE_1137,chr2,235594700,235641307,46608,*,SE_1137,ARL4C,ENSG00000188042,correlation,correlation,650,,MNA-LR
SE_1138,chr2,235872822,235970872,98051,*,SE_1138,SH3BP4,ENSG00000130147,correlation,correlation,1815,,MNA-HR
SE_1139,chr2,236120965,236153819,32855,*,SE_1139,AGAP1,ENSG00000157985,correlation,correlation,806,,MYCN
SE_1140,chr2,236504907,236564659,59753,*,SE_1140,AGAP1,ENSG00000157985,correlation,correlation,1772,,MYCN
SE_1141,chr2,236586800,236649083,62284,*,SE_1141,AGAP1,ENSG00000157985,correlation,correlation,1360,,MYCN
SE_1142,chr2,238152946,238259603,106658,*,SE_1142,COL6A3,ENSG00000163359,nearest,nearest,1645,,MES
SE_1143,chr2,238775732,238826782,51051,*,SE_1143,SCLY,ENSG00000132330,correlation,correlation,1905,MYCN,MYCN
SE_1144,chr2,240014148,240054126,39979,*,SE_1144,HDAC4,ENSG00000068024,correlation,correlation,1091,,MNA-HR
SE_1145,chr2,240102828,240134391,31564,*,SE_1145,HDAC4,ENSG00000068024,correlation,correlation,565,,MNA-HR
SE_1146,chr2,240238262,240290844,52583,*,SE_1146,HDAC4,ENSG00000068024,correlation,correlation,1287,,MYCN
SE_1147,chr2,240429504,240525169,95666,*,SE_1147,NDUFA10,ENSG00000130414,correlation,correlation,1430,,MNA-HR
SE_1148,chr2,240567710,240599792,32083,*,SE_1148,NDUFA10,ENSG00000130414,correlation,correlation,376,,MNA-HR
SE_1149,chr2,240648062,240701832,53771,*,SE_1149,HDAC4,ENSG00000068024,correlation,correlation,1120,,MNA-HR
SE_1150,chr2,240728611,240755449,26839,*,SE_1150,HDAC4,ENSG00000068024,correlation,correlation,158,,MNA-HR
SE_1151,chr2,240901278,240932240,30963,*,SE_1151,ANKMY1,ENSG00000144504,correlation,correlation,401,,MYCN
SE_1152,chr2,241187306,241199779,12474,*,SE_1152,CAPN10,ENSG00000142330,correlation,correlation,269,MNA-HR,MNA-HR
SE_1153,chr2,241640854,241694819,53966,*,SE_1153,AC104841.1,ENSG00000266621,correlation,correlation,1011,,MNA-HR
SE_1154,chr2,241887144,241910602,23459,*,SE_1154,CAPN10,ENSG00000142330,correlation,correlation,728,,MYCN
SE_1155,chr20,1790603,1826038,35436,*,SE_1155,FKBP1A,ENSG00000088832,correlation,correlation,681,,MES
SE_1156,chr20,2539061,2578753,39693,*,SE_1156,TMC2,ENSG00000149488,correlation,correlation,904,,MNA-LR
SE_1157,chr20,5140475,5154968,14494,*,SE_1157,CDS2,ENSG00000101290,correlation,correlation,637,,MNA-LR
SE_1158,chr20,5785193,5874988,89796,*,SE_1158,CHGB,ENSG00000089199,correlation,correlation,1660,,MNA-LR
SE_1159,chr20,10482008,10507010,25003,*,SE_1159,JAG1,ENSG00000101384,correlation,correlation,293,,MES
SE_1160,chr20,10536449,10646256,109808,*,SE_1160,JAG1,ENSG00000101384,correlation,correlation,1574,,MES
SE_1161,chr20,12602744,12641167,38424,*,SE_1161,TASP1,ENSG00000089123,nearest,nearest,610,,MNA-LR
SE_1162,chr20,15803102,15837230,34129,*,SE_1162,MACROD2,ENSG00000172264,nearest,nearest,849,,MNA-LR
SE_1163,chr20,19895245,19927127,31883,*,SE_1163,RIN2,ENSG00000132669,correlation,correlation,66,,MES
SE_1164,chr20,20211607,20235389,23783,*,SE_1164,INSM1,ENSG00000173404,correlation,correlation,572,,MYCN
SE_1165,chr20,20284340,20315617,31278,*,SE_1165,CRNKL1,ENSG00000101343,correlation,correlation,497,,MNA-LR
SE_1166,chr20,23075719,23143791,68073,*,SE_1166,CST3,ENSG00000101439,correlation,correlation,398,MES,MES
SE_1167,chr20,24470503,24488613,18111,*,SE_1167,APMAP,ENSG00000101474,correlation,correlation,715,,MNA-LR
SE_1168,chr20,25270835,25306167,35333,*,SE_1168,GINS1,ENSG00000101003,HiC,HiC,1230,,MES
SE_1169,chr20,30271086,30302249,31164,*,SE_1169,BCL2L1,ENSG00000171552,correlation,correlation,374,MES,MES
SE_1170,chr20,31026162,31057796,31635,*,SE_1170,PDRG1,ENSG00000088356,correlation,correlation,1789,MNA-HR,MNA-HR
SE_1171,chr20,31080160,31107637,27478,*,SE_1171,DNMT3B,ENSG00000088305,HiC|correlation,HiC,1702,MNA-HR,MNA-HR
SE_1172,chr20,31140893,31164785,23893,*,SE_1172,DNMT3B,ENSG00000088305,correlation,correlation,1314,MNA-HR,MNA-HR
SE_1173,chr20,31186263,31224947,38685,*,SE_1173,DNMT3B,ENSG00000088305,correlation,correlation,1630,MNA-HR,MNA-HR
SE_1174,chr20,34756031,34801374,45344,*,SE_1174,EPB41L1,ENSG00000088367,correlation,correlation,1494,,MNA-LR
SE_1175,chr20,35013072,35053312,40241,*,SE_1175,EPB41L1,ENSG00000088367,correlation,correlation,1302,,MNA-LR
SE_1176,chr20,35469896,35483308,13413,*,SE_1176,TGIF2,ENSG00000118707,correlation,correlation,412,MES,MES
SE_1177,chr20,35936539,35965500,28962,*,SE_1177,CTNNBL1,ENSG00000132792,correlation,correlation,1020,,MES
SE_1178,chr20,36046702,36102111,55410,*,SE_1178,NNAT,ENSG00000053438,correlation,correlation,607,,MNA-HR
SE_1179,chr20,36426408,36525780,99373,*,SE_1179,VSTM2L,ENSG00000132821,correlation,correlation,1837,,MNA-LR
SE_1180,chr20,36611486,36624097,12612,*,SE_1180,VSTM2L,ENSG00000132821,correlation,correlation,1261,MNA-LR,MNA-LR
SE_1181,chr20,36736823,36787633,50811,*,SE_1181,TGM2,ENSG00000198959,HiChIP|correlation|nearest,HiChIP,1124,,MES
SE_1182,chr20,37876106,37927672,51567,*,SE_1182,DHX35,ENSG00000101452,nearest,nearest,1198,,MNA-LR
SE_1183,chr20,42449195,42479095,29901,*,SE_1183,TOX2,ENSG00000124191,correlation,correlation,883,,MNA-LR
SE_1184,chr20,42552199,42672163,119965,*,SE_1184,TOX2,ENSG00000124191,correlation,correlation,1910,,MNA-HR
SE_1185,chr20,44764727,44786891,22165,*,SE_1185,CDH22,ENSG00000149654,HiC|correlation,HiC,699,,MNA-HR
SE_1186,chr20,44817268,44874813,57546,*,SE_1186,CDH22,ENSG00000149654,correlation,correlation,1695,,MNA-HR
SE_1187,chr20,45943391,45965737,22347,*,SE_1187,ZMYND8,ENSG00000101040,nearest,nearest,829,MES,MES
SE_1188,chr20,46308297,46350755,42459,*,SE_1188,SULF2,ENSG00000196562,correlation,correlation,1018,,MYCN
SE_1189,chr20,46367735,46392196,24462,*,SE_1189,SULF2,ENSG00000196562,correlation,correlation,956,,MNA-HR
SE_1190,chr20,46778686,46890035,111350,*,SE_1190,SULF2,ENSG00000196562,correlation,correlation,1397,,MNA-HR
SE_1191,chr20,46995779,47032966,37188,*,SE_1191,PREX1,ENSG00000124126,nearest,nearest,753,,MYCN
SE_1192,chr20,47367915,47426376,58462,*,SE_1192,ZFAS1,ENSG00000177410,correlation,correlation,729,,MES
SE_1193,chr20,47993874,48077973,84100,*,SE_1193,KCNB1,ENSG00000158445,correlation,correlation,1742,,MNA-HR
SE_1194,chr20,48643145,48672425,29281,*,SE_1194,CEBPB,ENSG00000172216,correlation,correlation,775,,MES
SE_1195,chr20,48839893,48887819,47927,*,SE_1195,RP11-290F20.3,ENSG00000224397,correlation,correlation,310,,MES
SE_1196,chr20,48910951,48967129,56179,*,SE_1196,SNAI1,ENSG00000124216,correlation,correlation,1107,MES,MES
SE_1197,chr20,49029578,49077458,47881,*,SE_1197,CEBPB,ENSG00000172216,HiChIP|HiC|correlation,HiChIP,86,,MES
SE_1198,chr20,49707340,49741124,33785,*,SE_1198,RPSAP1,ENSG00000228820,correlation,correlation,1152,,MNA-LR
SE_1199,chr20,49770006,49825972,55967,*,SE_1199,RPSAP1,ENSG00000228820,correlation,correlation,1270,,MNA-LR
SE_1200,chr20,51686516,51699643,13128,*,SE_1200,TSHZ2,ENSG00000182463,correlation,correlation,115,,MES
SE_1201,chr20,52538210,52566546,28337,*,SE_1201,ZNF217,ENSG00000171940,correlation,correlation,235,,MES
SE_1202,chr20,55765561,55828127,62567,*,SE_1202,BMP7,ENSG00000101144,correlation,correlation,1412,,MNA-HR
SE_1203,chr20,56229245,56241816,12572,*,SE_1203,PMEPA1,ENSG00000124225,correlation,correlation,749,MNA-HR,MNA-HR
SE_1204,chr20,56441877,56483749,41873,*,SE_1204,VAPB,ENSG00000124164,correlation,correlation,1222,,MNA-HR
SE_1205,chr20,56484126,56596651,112526,*,SE_1205,PMEPA1,ENSG00000124225,correlation,correlation,1749,,MNA-HR
SE_1206,chr20,56612325,56634556,22232,*,SE_1206,VAPB,ENSG00000124164,correlation,correlation,1334,MNA-LR,MNA-LR
SE_1207,chr20,57030666,57050858,20193,*,SE_1207,MIR296,ENSG00000268649,HiC,HiC,1382,MNA-HR,MNA-HR
SE_1208,chr20,57116563,57173674,57112,*,SE_1208,STX16-NPEPL1,ENSG00000254995,correlation,correlation,1615,,MNA-HR
SE_1209,chr20,57186818,57218766,31949,*,SE_1209,MGC4294,ENSG00000268941,correlation,correlation,1248,,MNA-HR
SE_1210,chr20,57443502,57458122,14621,*,SE_1210,RP1-309F20.3,ENSG00000225806,HiChIP|correlation,HiChIP,1184,MNA-LR,MNA-LR
SE_1211,chr20,57720671,57753150,32480,*,SE_1211,CTSZ,ENSG00000101160,correlation,correlation,687,,MES
SE_1212,chr20,57985469,58042297,56829,*,SE_1212,GNAS,ENSG00000087460,correlation,correlation,1586,,MYCN
SE_1213,chr20,58623682,58665867,42186,*,SE_1213,FAM217B,ENSG00000196227,correlation,correlation,1426,,MNA-HR
SE_1214,chr20,59777858,59804662,26805,*,SE_1214,CDH4,ENSG00000179242,correlation,correlation,1164,MNA-LR,MNA-LR
SE_1215,chr20,62034989,62078918,43930,*,SE_1215,MRGBP,ENSG00000101189,HiChIP,HiChIP,1505,,MNA-HR
SE_1216,chr20,62740226,62763074,22849,*,SE_1216,C20orf201,ENSG00000171695,HiChIP|correlation,HiChIP,962,,MNA-HR
SE_1217,chr20,62770760,62787556,16797,*,SE_1217,MYT1,ENSG00000196132,correlation,correlation,1438,MNA-HR,MNA-HR
SE_1218,chr20,62827320,62857593,30274,*,SE_1218,ARFRP1,ENSG00000101246,correlation,correlation,1205,,MES
SE_1219,chr21,30527597,30558106,30510,*,SE_1219,BACH1-AS1,ENSG00000232118,HiC,HiC,42,,MES
SE_1220,chr21,30579830,30617539,37710,*,SE_1220,BACH1,ENSG00000156273,nearest,nearest,32,,MES
SE_1221,chr21,35890771,35968547,77777,*,SE_1221,RCAN1,ENSG00000159200,correlation,correlation,258,,MES
SE_1222,chr21,36153510,36219392,65883,*,SE_1222,RUNX1,ENSG00000159216,correlation,correlation,1079,,MES
SE_1223,chr21,36561388,36598927,37540,*,SE_1223,RUNX1,ENSG00000159216,correlation,correlation,99,,MES
SE_1224,chr21,37293773,37325166,31394,*,SE_1224,CBR3,ENSG00000159231,correlation,correlation,53,,MES
SE_1225,chr21,40218908,40248314,29407,*,SE_1225,ETS2,ENSG00000157557,correlation,correlation,330,,MNA-LR
SE_1226,chr21,40269662,40304048,34387,*,SE_1226,ETS2,ENSG00000157557,correlation,correlation,458,,MES
SE_1227,chr21,40315922,40394590,78669,*,SE_1227,ETS2,ENSG00000157557,HiChIP|correlation|nearest,HiChIP,1792,,MES
SE_1228,chr21,41027211,41050979,23769,*,SE_1228,B3GALT5,ENSG00000183778,correlation,correlation,1102,,MNA-LR
SE_1229,chr21,44053978,44066919,12942,*,SE_1229,SLC37A1,ENSG00000160190,correlation,correlation,368,,MNA-LR
SE_1230,chr21,44083816,44100017,16202,*,SE_1230,PDE9A,ENSG00000160191,correlation,correlation,848,,MES
SE_1231,chr21,44158094,44187956,29863,*,SE_1231,U2AF1,ENSG00000160201,correlation,correlation,1061,,MNA-HR
SE_1232,chr21,44683890,44733513,49624,*,SE_1232,AP001046.5,ENSG00000237989,correlation,correlation,1654,,MNA-HR
SE_1233,chr21,44750662,44808447,57786,*,SE_1233,AP001046.5,ENSG00000237989,correlation,correlation,1856,MNA-HR,MNA-HR
SE_1234,chr21,44904304,44941023,36720,*,SE_1234,SIK1,ENSG00000142178,correlation,correlation,1048,,MES
SE_1235,chr21,45562764,45581615,18852,*,SE_1235,AP001065.15,ENSG00000228709,HiC,HiC,573,MES,MES
SE_1236,chr21,46394670,46418187,23518,*,SE_1236,SLC19A1,ENSG00000173638,correlation,correlation,407,,MNA-HR
SE_1237,chr21,46714234,46754976,40743,*,SE_1237,SLC19A1,ENSG00000173638,correlation,correlation,1176,MES,MES
SE_1238,chr21,46767074,46805818,38745,*,SE_1238,SLC19A1,ENSG00000173638,correlation,correlation,1227,,MNA-HR
SE_1239,chr21,46832726,46853854,21129,*,SE_1239,PRED62,ENSG00000268040,correlation,correlation,586,MES,MES
SE_1240,chr21,46868745,46892627,23883,*,SE_1240,PRED62,ENSG00000268040,correlation,correlation,286,,MNA-HR
SE_1241,chr21,46982402,47002527,20126,*,SE_1241,PRED62,ENSG00000268040,correlation,correlation,1497,MNA-LR,MNA-LR
SE_1242,chr21,47210195,47258136,47942,*,SE_1242,PCBP3,ENSG00000183570,HiChIP|correlation|nearest,HiChIP,1491,,MNA-HR
SE_1243,chr21,47279575,47322834,43260,*,SE_1243,SLC19A1,ENSG00000173638,correlation,correlation,1532,,MNA-HR
SE_1244,chr21,47458151,47504531,46381,*,SE_1244,SLC19A1,ENSG00000173638,correlation,correlation,554,,MES
SE_1245,chr22,18536568,18551761,15194,*,SE_1245,MICAL3,ENSG00000243156,correlation,correlation,754,,MES
SE_1246,chr22,19598132,19617464,19333,*,SE_1246,CLTCL1,ENSG00000070371,HiC|correlation,HiC,537,,MNA-LR
SE_1247,chr22,19773781,19812374,38594,*,SE_1247,RANBP1,ENSG00000099901,correlation,correlation,870,,MNA-HR
SE_1248,chr22,19861939,19893428,31490,*,SE_1248,CDC45,ENSG00000093009,correlation,correlation,1330,MNA-HR,MNA-HR
SE_1249,chr22,19979893,19997460,17568,*,SE_1249,ARVCF,ENSG00000099889,correlation,correlation,1756,MNA-LR,MNA-LR
SE_1250,chr22,20204931,20223188,18258,*,SE_1250,SEPT5,ENSG00000184702,correlation,correlation,1186,MNA-HR,MNA-HR
SE_1251,chr22,20874136,20924222,50087,*,SE_1251,P2RX6,ENSG00000099957,correlation,correlation,1207,,MES
SE_1252,chr22,23420030,23473300,53271,*,SE_1252,GNAZ,ENSG00000128266,correlation,correlation,1717,MNA-HR,MNA-HR
SE_1253,chr22,23546815,23626262,79448,*,SE_1253,BCR,ENSG00000186716,HiC|nearest,HiC,1768,,MNA-HR
SE_1254,chr22,24559114,24587663,28550,*,SE_1254,GGT1,ENSG00000100031,correlation,correlation,1038,,MNA-HR
SE_1255,chr22,24775203,24813019,37817,*,SE_1255,GSTT2,ENSG00000099984,correlation,correlation,1410,,MNA-LR
SE_1256,chr22,25858350,25891089,32740,*,SE_1256,ADRBK2,ENSG00000100077,correlation,correlation,1391,,MYCN
