SE_id,chrom,chromstart,chromend,overlapping_samples,sample_ids,limma_pval,limma_fdr,signature_genes_within_500k,signature_genes_fantom5_enhancer,neural_crest_SE_overlap
chr17:27935625,chr17,27892500,27978750,3,",711ADRN,717MES,SH-SY5Y",0.904469914,0.941283029,,,ncc
chr17:28061450,chr17,28008900,28114000,3,",700MES,753ADRN,SH-SY5Y",0.358794734,0.518987683,,,
chr17:2869375,chr17,2822250,2916500,3,",691ADRN,700MES,753ADRN",0.653968589,0.765419574,,,
chr17:32937150,chr17,32918850,32955450,2,",691ADRN,700ADRN",0.207346384,0.352722304,,,
chr17:32983875,chr17,32963700,33004050,2,",691ADRN,700ADRN",0.200495235,0.344424197,,,
chr17:34125675,chr17,34107900,34143450,3,",700ADRN,711ADRN,SH-SY5Y",0.597366638,0.724159994,,,
chr17:35086800,chr17,35071200,35102400,4,",691ADRN,700ADRN,711ADRN,SH-SY5Y",0.000643585,0.008701175,,,
chr17:35484525,chr17,35462550,35506500,2,",691ADRN,700ADRN",0.001285536,0.014149413,",DUSP14:MES:343450",,
chr17:36581150,chr17,36566550,36595750,4,",691ADRN,700MES,700ADRN,711ADRN",0.682978858,0.790191386,",LASP1:MES:8411",,ncc
chr17:36622950,chr17,36596400,36649500,2,",717MES,SH-EP2",0.595622235,0.723887934,",LASP1:MES:8411",,ncc
chr17:36742500,chr17,36718800,36766200,3,",691MES,700MES,717MES",0.134088084,0.261873555,",LASP1:MES:8411",,ncc
chr17:37038800,chr17,37017700,37059900,2,",717MES,SH-EP2",0.035372198,0.102241031,",LASP1:MES:8411",,ncc
chr17:38221650,chr17,38208600,38234700,4,",691MES,700MES,711ADRN,717MES",0.164879344,0.30346133,,,ncc
chr17:38477400,chr17,38434200,38520600,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.873104716,0.924856621,,,ncc
chr17:38703525,chr17,38688600,38718450,3,",691MES,700ADRN,753ADRN",0.94194874,0.967564157,,,
chr17:39690000,chr17,39673050,39706950,5,",700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.01574259,0.060988774,,,
chr17:41401050,chr17,41399250,41402850,2,",700ADRN,711ADRN",0.727881932,0.825133439,",MEOX1:MES:19838,NBR1:MES:76264",,ncc
chr17:41705100,chr17,41651100,41759100,2,",700MES,717MES",4.18E-05,0.001876941,",MEOX1:MES:19838,NBR1:MES:76264",,ncc
chr17:42063150,chr17,42047550,42078750,2,",700ADRN,711ADRN",0.964691625,0.982424926,",GRN:MES:237147,MEOX1:MES:19838,RUNDC3A:ADRN:273674",,
chr17:42674600,chr17,42659600,42689600,2,",691MES,SH-EP2",0.018024884,0.066424296,",FZD2:MES:24789,GRN:MES:237147,RUNDC3A:ADRN:273674",,ncc
chr17:43112250,chr17,43080600,43143900,2,",700MES,717MES",0.768190021,0.853579407,",FZD2:MES:24789",,ncc
chr17:46328550,chr17,46312600,46344500,2,",753ADRN,SH-EP2",0.364489922,0.523580165,,,
chr17:47496450,chr17,47453400,47539500,2,",691MES,717MES",0.007069108,0.03839496,,,
chr17:47575800,chr17,47541900,47609700,2,",691MES,717MES",0.011495678,0.051907372,,,
chr17:48357750,chr17,48332400,48383100,3,",691MES,717MES,SH-EP2",0.008004862,0.041024567,",COL1A1:MES:53400,SPATA20:MES:16349",",COL1A1:MES",ncc
chr17:48667200,chr17,48608100,48726300,3,",700MES,717MES,SH-EP2",0.006640006,0.037107646,",COL1A1:MES:53400,SPATA20:MES:16349",,ncc
chr17:48760650,chr17,48732000,48789300,5,",691MES,700MES,711ADRN,717MES,SH-EP2",0.018220362,0.066848216,",COL1A1:MES:53400,SPATA20:MES:16349",,ncc
chr17:49003200,chr17,48965700,49040700,7,",691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.420515608,0.573336293,",SPATA20:MES:16349",,ncc
chr17:49516125,chr17,49510650,49521600,2,",700ADRN,753ADRN",0.518750661,0.665249691,,,
chr17:506375,chr17,497550,515200,3,",691MES,SH-EP2,SH-SY5Y",0.085889662,0.192967699,,,
chr17:51215775,chr17,51202500,51229050,2,",691MES,SH-SY5Y",0.418652195,0.572674854,,,
chr17:53768475,chr17,53757900,53779050,3,",691ADRN,700ADRN,711ADRN",0.993002093,0.995397755,",MMD:ADRN:258559",,
chr17:55820875,chr17,55773800,55867950,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.072951108,0.173454565,",MSI2:ADRN:439427",,
chr17:55897150,chr17,55879050,55915250,2,",700MES,700ADRN",0.882876372,0.930463241,,,
chr17:55985100,chr17,55924200,56046000,3,",700MES,717MES,SH-EP2",0.088097098,0.196115613,,,ncc
chr17:57460550,chr17,57402000,57519100,6,",691MES,700MES,700ADRN,717MES,SH-EP2,SH-SY5Y",0.106637403,0.22461091,",GDPD1:ADRN:104173",,
chr17:59116350,chr17,59067000,59165700,3,",691MES,700MES,717MES",0.522271272,0.668217747,,,
chr17:59350775,chr17,59196300,59505250,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.046066559,0.125102322,,,
chr17:59556975,chr17,59535600,59578350,3,",691ADRN,753ADRN,SH-SY5Y",0.872690081,0.924856621,,,
chr17:60786700,chr17,60762900,60810500,2,",700MES,717MES",0.120593244,0.243530949,",MRC2:MES:58139",,
chr17:60892650,chr17,60876600,60908700,3,",711ADRN,717MES,753ADRN",0.168924412,0.307842514,",MRC2:MES:58139",,
chr17:60986600,chr17,60959700,61013500,2,",717MES,753ADRN",0.482189384,0.630035632,",MRC2:MES:58139",,
chr17:61520600,chr17,61498750,61542450,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.065102738,0.158885097,,,
chr17:61764450,chr17,61729500,61799400,2,",717MES,SH-SY5Y",0.352745112,0.513090924,,,
chr17:62259875,chr17,62250700,62269050,2,",700ADRN,753ADRN",0.939849898,0.966603052,,,
chr17:62391600,chr17,62372400,62410800,2,",691MES,717MES",0.116254573,0.239127599,,,
chr17:62721200,chr17,62694700,62747700,2,",717MES,SH-EP2",0.012500151,0.053935561,,,
chr17:63177675,chr17,63159750,63195600,4,",700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.08156611,0.187162443,,,
chr17:64396350,chr17,64317600,64475100,7,",691MES,691ADRN,700MES,700ADRN,717MES,SH-EP2,SH-SY5Y",0.203304595,0.347405925,,,
chr17:64542150,chr17,64477200,64607100,3,",691MES,717MES,SH-EP2",0.023663791,0.079452971,,,
chr17:64661250,chr17,64628400,64694100,2,",691MES,717MES",0.106507731,0.22461091,,,
chr17:64966500,chr17,64935900,64997100,4,",700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.018690334,0.067862051,,,
chr17:65126175,chr17,65115000,65137350,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.000982485,0.011580777,,,
chr17:66576000,chr17,66550500,66601500,2,",691MES,717MES",0.023337521,0.078675374,",WIPI1:MES:96847",,
chr17:68403300,chr17,68369850,68436750,2,",700ADRN,753ADRN",0.222118045,0.36952972,,,
chr17:69173650,chr17,69157800,69189500,3,",700ADRN,753ADRN,SH-EP2",0.973378687,0.987640646,,,
chr17:70378500,chr17,70313100,70443900,6,",691MES,691ADRN,711ADRN,717MES,SH-EP2,SH-SY5Y",0.014842697,0.058920167,",SOX9:MES:195940",",SOX9:MES",
chr17:70513800,chr17,70483500,70544100,2,",691MES,717MES",0.000392086,0.007240529,",SOX9:MES:195940",",SOX9:MES",ncc
chr17:71307750,chr17,71247000,71368500,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2",0.558314061,0.700315449,,,ncc
chr17:71508250,chr17,71466750,71549750,2,",700MES,700ADRN",0.159961149,0.298659796,,,ncc
chr17:73836300,chr17,73794000,73878600,2,",700MES,717MES",0.194175399,0.338280413,",RNF157:ADRN:357790",,ncc
chr17:74835425,chr17,74823700,74847150,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.725366315,0.824032,",CYGB:ADRN:289713,PRCD:ADRN:287580,SEC14L1:MES:10294",,
chr17:75118200,chr17,75072300,75164100,4,",691MES,700MES,717MES,SH-EP2",0.000356124,0.006963279,",SEC14L1:MES:10294",",SEC14L1:MES",ncc
chr17:75250800,chr17,75171000,75330600,3,",717MES,SH-EP2,SH-SY5Y",0.004034859,0.027068434,",SEC14L1:MES:10294",",SEC14L1:MES",ncc
chr17:75423000,chr17,75341100,75504900,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.618821298,0.740447083,",SEC14L1:MES:10294",",SEC14L1:MES",ncc
chr17:75870225,chr17,75849600,75890850,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.009083239,0.043757516,",BIRC5:ADRN:99224",,
chr17:76369800,chr17,76309500,76430100,2,",717MES,SH-EP2",0.001310035,0.014300268,",BIRC5:ADRN:99224",,ncc
chr17:76721175,chr17,76697550,76744800,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.105886494,0.223612902,",BIRC5:ADRN:99224",,
chr17:76897050,chr17,76849800,76944300,5,",691ADRN,711ADRN,717MES,753ADRN,SH-EP2",0.808958994,0.883951248,,,ncc
chr17:78659925,chr17,78632100,78687750,2,",691ADRN,700ADRN",0.519579174,0.665684259,,,
chr17:78756675,chr17,78743400,78769950,2,",700ADRN,753ADRN",0.651597393,0.763719935,,,ncc
chr17:79332600,chr17,79202100,79463100,2,",711ADRN,717MES",0.76307535,0.851161901,,,ncc
chr17:79534800,chr17,79500000,79569600,2,",717MES,SH-EP2",0.030618696,0.094940808,,,ncc
chr17:8595900,chr17,8559300,8632500,3,",691MES,717MES,SH-SY5Y",0.078331259,0.182589834,,,
chr18:20747500,chr18,20701500,20793500,3,",700MES,700ADRN,SH-SY5Y",0.546196314,0.68875438,",RBBP8:ADRN:187662",,ncc
chr18:22253400,chr18,22246200,22260600,2,",691ADRN,711ADRN",0.076223221,0.178930782,,,
chr18:34287750,chr18,34236000,34339500,3,",691ADRN,700MES,700ADRN",0.754035725,0.84391069,",FHOD3:ADRN:358342",",FHOD3:ADRN",
chr18:35019350,chr18,35000800,35037900,3,",691MES,691ADRN,753ADRN",0.069896656,0.167538642,,,ncc
chr18:35109400,chr18,35058800,35160000,3,",691MES,753ADRN,SH-SY5Y",0.005681394,0.033248157,,,
chr18:3605650,chr18,3580500,3630800,2,",717MES,SH-EP2",0.006859337,0.037974235,",MYL12A:MES:328290,MYL12B:MES:317784",",MYL12B:MES",ncc
chr18:381300,chr18,359100,403500,2,",700ADRN,753ADRN",0.203385057,0.347405925,,,
chr18:39754975,chr18,39730650,39779300,2,",753ADRN,SH-SY5Y",0.576138821,0.714051245,,,
chr18:40194975,chr18,40173150,40216800,2,",691ADRN,SH-SY5Y",0.021846178,0.075800307,,,
chr18:42316200,chr18,42303000,42329400,3,",700ADRN,753ADRN,SH-SY5Y",0.893454935,0.93685937,,,
chr18:45579600,chr18,45541800,45617400,2,",753ADRN,SH-SY5Y",0.010903213,0.049939846,,,
chr18:46066500,chr18,46055400,46077600,2,",711ADRN,SH-EP2",0.963219268,0.981526931,,,
chr18:46314300,chr18,46294200,46334400,2,",717MES,SH-SY5Y",0.088833355,0.197381064,,,ncc
chr18:46415550,chr18,46340100,46491000,4,",700MES,717MES,SH-EP2,SH-SY5Y",0.11589772,0.238688984,,,ncc
chr18:46586250,chr18,46566700,46605800,3,",700ADRN,753ADRN,SH-SY5Y",0.604073226,0.728570175,,,
chr18:52917925,chr18,52891350,52944500,2,",SH-EP2,SH-SY5Y",0.363051017,0.522868969,,,
chr18:52985725,chr18,52945250,53026200,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.141257018,0.273943016,,,
chr18:53142075,chr18,53051100,53233050,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.080794761,0.186638717,,,
chr18:53453475,chr18,53441850,53465100,2,",SH-EP2,SH-SY5Y",0.216015631,0.362712085,,,
chr18:53704050,chr18,53693850,53714250,2,",700ADRN,SH-SY5Y",0.660330884,0.771236774,,,
chr18:53757225,chr18,53743200,53771250,2,",691MES,SH-SY5Y",0.55258179,0.694277074,,,
chr18:56533650,chr18,56526900,56540400,2,",691ADRN,711ADRN",0.49728879,0.645194356,",LMAN1:MES:486108,SEC11C:ADRN:266724",,ncc
chr18:59521275,chr18,59504250,59538300,2,",700ADRN,SH-SY5Y",0.102201591,0.217957309,,,
chr18:60760100,chr18,60749000,60771200,2,",753ADRN,SH-SY5Y",0.154018448,0.291879886,,,
chr18:75311750,chr18,75298500,75325000,2,",700MES,700ADRN",0.280632614,0.440842537,,,
chr18:7773075,chr18,7748100,7798050,2,",700ADRN,753ADRN",0.232140252,0.381619286,,,
chr18:8181900,chr18,8152950,8210850,4,",691MES,700MES,700ADRN,753ADRN",0.578143031,0.715776279,,,
chr18:8254275,chr18,8238750,8269800,6,",691MES,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.563720195,0.704819748,",MTCL1:ADRN:21032",,
chr18:8775675,chr18,8738400,8812950,4,",700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.013268644,0.055829078,",MTCL1:ADRN:21032",,
chr19:10341450,chr19,10296600,10386300,2,",700MES,717MES",0.00920418,0.044026786,,,ncc
chr19:12890400,chr19,12860400,12920400,7,",691MES,691ADRN,700MES,711ADRN,717MES,753ADRN,SH-EP2",0.238616752,0.388804943,,,ncc
chr19:13965300,chr19,13930200,14000400,4,",700MES,711ADRN,717MES,SH-EP2",0.11548855,0.238141401,",ADGRE5:MES:491555",,ncc
chr19:15369075,chr19,15322200,15415950,4,",691ADRN,711ADRN,717MES,SH-EP2",0.945831716,0.969754665,",SYDE1:MES:104026",",SYDE1:MES",ncc
chr19:18483600,chr19,18385200,18582000,6,",691MES,700MES,711ADRN,717MES,SH-EP2,SH-SY5Y",0.14149458,0.274083906,",GDF15:MES:85033,LSM4:ADRN:48801,SSBP4:MES:51855",",SSBP4:MES,LSM4:ADRN",ncc
chr19:2036550,chr19,1998300,2074800,3,",700MES,711ADRN,717MES",0.05726995,0.146077785,,,ncc
chr19:30639150,chr19,30621150,30657150,3,",691ADRN,711ADRN,SH-SY5Y",0.000648688,0.008701175,",ZNF536:ADRN:206177",,
chr19:31178475,chr19,31168950,31188000,3,",691MES,691ADRN,711ADRN",0.626674416,0.746618551,",ZNF536:ADRN:206177",,
chr19:31232025,chr19,31221450,31242600,4,",691MES,691ADRN,711ADRN,753ADRN",0.688467531,0.794606275,",ZNF536:ADRN:206177",,
chr19:31830000,chr19,31816200,31843800,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.055029284,0.141576888,,,
chr19:39174900,chr19,39120600,39229200,2,",717MES,SH-EP2",0.026295359,0.08552424,,,ncc
chr19:39351150,chr19,39309900,39392400,2,",700MES,717MES",0.107410032,0.224830571,,,ncc
chr19:41820750,chr19,41802000,41839500,2,",717MES,SH-EP2",0.058229443,0.147542956,,,ncc
chr19:42667800,chr19,42646500,42689100,3,",700ADRN,711ADRN,753ADRN",0.336475989,0.496498409,,,
chr19:4735900,chr19,4685100,4786700,3,",691MES,717MES,753ADRN",0.1256911,0.250177974,",FSD1:ADRN:380510,MYDGF:MES:14685,SHD:ADRN:406503",",FSD1:ADRN",ncc
chr19:48226500,chr19,48196200,48256800,2,",700MES,717MES",0.003356356,0.024538714,",EHD2:MES:20400",,ncc
chr19:5936100,chr19,5874900,5997300,3,",711ADRN,717MES,753ADRN",0.984183055,0.992808638,,,ncc
chr19:6064800,chr19,6048300,6081300,2,",700ADRN,SH-EP2",0.789538524,0.866719304,,,
chr19:6269100,chr19,6257400,6280800,2,",700MES,717MES",0.008619586,0.042509649,,,ncc
chr19:924000,chr19,882600,965400,2,",700MES,717MES",0.058235968,0.147542956,",PTBP1:MES:85209",,ncc
chr1:100986250,chr1,100962500,101010000,2,",691MES,700MES",7.94E-06,0.001199341,",EXTL2:MES:350735,SLC30A7:MES:351631",",SLC30A7:MES",
chr1:102055050,chr1,102035100,102075000,2,",691MES,717MES",0.170704805,0.308785412,,,
chr1:107712600,chr1,107680800,107744400,2,",711ADRN,717MES",0.997540683,0.99814125,,,
chr1:107963400,chr1,107916300,108010500,2,",691MES,717MES",0.147911991,0.282921518,,,
chr1:10960700,chr1,10945200,10976200,2,",711ADRN,753ADRN",0.016782852,0.06353072,,,
chr1:110170650,chr1,110153100,110188200,3,",700MES,717MES,753ADRN",0.199759196,0.343685077,,,
chr1:110602325,chr1,110590400,110614250,2,",700MES,753ADRN",0.294894467,0.457623347,",SLC16A4:MES:270504",,
chr1:110645650,chr1,110628100,110663200,2,",700MES,753ADRN",0.986174429,0.993949,",SLC16A4:MES:270504",,
chr1:113687325,chr1,113676750,113697900,2,",700ADRN,SH-SY5Y",0.034671497,0.101094787,",MAGI3:ADRN:152774,RHOC:MES:426725",,
chr1:113764650,chr1,113748600,113780700,2,",700ADRN,SH-SY5Y",0.00283854,0.022045106,",MAGI3:ADRN:152774,RHOC:MES:426725",,
chr1:114547200,chr1,114517800,114576600,2,",691MES,717MES",0.018588654,0.067750752,",OLFML3:MES:4212",,
chr1:117232125,chr1,117221250,117243000,2,",691ADRN,711ADRN",0.013927356,0.05714671,",IGSF3:ADRN:10873,PTGFRN:MES:209544",,
chr1:120598750,chr1,120500700,120696800,3,",691MES,717MES,SH-EP2",0.004726074,0.029640508,",NOTCH2:MES:84483",",NOTCH2:MES",
chr1:12508950,chr1,12451200,12566700,2,",717MES,753ADRN",0.014860645,0.058920167,,,
chr1:12647250,chr1,12597300,12697200,2,",717MES,753ADRN",0.036551654,0.104739395,,,
chr1:143180625,chr1,143118450,143242800,2,",691ADRN,700ADRN",0.327343283,0.48793232,,,
chr1:144023450,chr1,143953500,144093400,4,",691MES,700MES,717MES,SH-EP2",0.003290392,0.024288688,,,
chr1:145453300,chr1,145448400,145458200,2,",691MES,SH-EP2",0.082043232,0.187301993,",ITGA10:MES:19790,LIX1L:MES:18866,NOTCH2NL:MES:239288,PIAS3:MES:12387",",NOTCH2NL:MES",
chr1:145534350,chr1,145505100,145563600,2,",717MES,SH-EP2",0.066247591,0.16073503,",ITGA10:MES:19790,LIX1L:MES:18866,NOTCH2NL:MES:239288,PIAS3:MES:12387",",ITGA10:MES",
chr1:151691700,chr1,151674750,151708650,6,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN",0.223816307,0.371240223,,,
chr1:151786825,chr1,151761150,151812500,3,",700MES,700ADRN,SH-SY5Y",0.2287325,0.377510839,,,
chr1:153728550,chr1,153678300,153778800,2,",691MES,717MES",0.016486651,0.063281325,",RAB13:MES:179042",,ncc
chr1:156197700,chr1,156159900,156235500,2,",700ADRN,717MES",0.032530291,0.097539228,",CRABP2:MES:188459,LMNA:MES:63993,NES:MES:160189,RIT1:MES:278707",,ncc
chr1:156455300,chr1,156423600,156487000,5,",691MES,700MES,700ADRN,717MES,SH-EP2",0.011524561,0.051907372,",CRABP2:MES:188459,LMNA:MES:63993,NES:MES:160189",",LMNA:MES",ncc
chr1:158013450,chr1,157959900,158067000,3,",691MES,717MES,SH-EP2",0.00049663,0.007602361,",KIRREL:MES:3162",",KIRREL:MES",ncc
chr1:159886825,chr1,159876150,159897500,2,",700ADRN,SH-EP2",0.090805773,0.199398946,",COPA:MES:415854,PEA15:MES:277608",,
chr1:161986125,chr1,161963100,162009150,3,",691MES,700MES,717MES",0.016982065,0.063711493,",OLFML2B:MES:14895",",OLFML2B:MES",
chr1:162822325,chr1,162810150,162834500,2,",SH-EP2,SH-SY5Y",0.329792802,0.490264433,",DDR2:MES:207923,NUF2:ADRN:62172,RGS5:ADRN:13987,UAP1:MES:278855",,
chr1:162882025,chr1,162835100,162928950,4,",691ADRN,753ADRN,SH-EP2,SH-SY5Y",0.402512594,0.559344424,",DDR2:MES:207923,NUF2:ADRN:62172,RGS5:ADRN:13987,UAP1:MES:278855",",DDR2:MES",
chr1:162952800,chr1,162936300,162969300,2,",753ADRN,SH-EP2",0.525930762,0.670834172,",DDR2:MES:207923,NUF2:ADRN:62172,RGS5:ADRN:13987,UAP1:MES:278855",,
chr1:163133925,chr1,163080900,163186950,7,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.028255168,0.089961856,",DDR2:MES:207923,NUF2:ADRN:62172,RGS5:ADRN:13987",",RGS5:ADRN",
chr1:163220100,chr1,163210650,163229550,2,",753ADRN,SH-SY5Y",0.024354741,0.080671833,",NUF2:ADRN:62172,RGS5:ADRN:13987",,
chr1:163412000,chr1,163402800,163421200,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.032707952,0.097595362,",NUF2:ADRN:62172,RGS5:ADRN:13987",,
chr1:164568150,chr1,164542800,164593500,2,",691MES,717MES",0.373779249,0.530630246,,,
chr1:164667450,chr1,164634900,164700000,2,",700ADRN,SH-EP2",0.380951371,0.537927934,,,
chr1:164738500,chr1,164713100,164763900,2,",700ADRN,SH-EP2",0.412101704,0.568286114,,,
chr1:16484250,chr1,16429200,16539300,2,",717MES,SH-EP2",0.219837062,0.367205223,,,ncc
chr1:166149675,chr1,166119000,166180350,2,",691MES,700ADRN",0.992575934,0.995397755,,,
chr1:166265200,chr1,166227150,166303250,3,",691MES,700MES,700ADRN",0.865701451,0.921714165,,,
chr1:167622425,chr1,167580250,167664600,4,",691MES,700MES,717MES,SH-EP2",0.000185639,0.004932905,",CREG1:MES:57194,DCAF6:MES:241196",,
chr1:168586700,chr1,168571200,168602200,3,",753ADRN,SH-EP2,SH-SY5Y",0.643564252,0.758584246,",ATP1B1:MES:29354,SFT2D2:MES:375946",,
chr1:168669050,chr1,168652800,168685300,3,",753ADRN,SH-EP2,SH-SY5Y",0.640367475,0.756425546,",ATP1B1:MES:29354,SFT2D2:MES:375946",,
chr1:168732150,chr1,168719850,168744450,2,",753ADRN,SH-SY5Y",0.886842365,0.932347267,",ATP1B1:MES:29354",,
chr1:169072100,chr1,169038900,169105300,4,",717MES,753ADRN,SH-EP2,SH-SY5Y",0.407131148,0.563876639,",ATP1B1:MES:29354",",ATP1B1:MES",
chr1:169746900,chr1,169724100,169769700,2,",700MES,717MES",0.000785171,0.01007972,,,
chr1:172190900,chr1,172168750,172213050,2,",691MES,700MES",0.003208799,0.024241016,",DNM3OS:MES:54775",,
chr1:172293275,chr1,172289550,172297000,2,",691MES,SH-EP2",9.41E-05,0.003553638,",DNM3OS:MES:54775",,
chr1:172317100,chr1,172299900,172334300,4,",691MES,700MES,717MES,SH-EP2",0.00025903,0.005664579,",DNM3OS:MES:54775",,
chr1:172356225,chr1,172338000,172374450,3,",691MES,717MES,SH-EP2",0.000301376,0.006034775,",DNM3OS:MES:54775",,
chr1:172881650,chr1,172851100,172912200,2,",SH-EP2,SH-SY5Y",0.237695819,0.388446855,,,
chr1:175443825,chr1,175428900,175458750,2,",700ADRN,753ADRN",0.583344347,0.718404497,,,
chr1:175522925,chr1,175494750,175551100,2,",700ADRN,753ADRN",0.357242538,0.518290306,,,
chr1:175683875,chr1,175673550,175694200,2,",700ADRN,753ADRN",0.015197276,0.059711282,,,
chr1:176027775,chr1,176012100,176043450,2,",753ADRN,SH-SY5Y",0.13366354,0.261488916,,,
chr1:178237750,chr1,178221900,178253600,2,",691MES,SH-EP2",0.001708238,0.016899359,,,
chr1:179002625,chr1,178985500,179019750,2,",753ADRN,SH-SY5Y",0.087659693,0.195820442,,,
chr1:180552000,chr1,180483750,180620250,4,",700MES,717MES,SH-EP2,SH-SY5Y",0.170742355,0.308785412,",QSOX1:MES:359783",,
chr1:180894250,chr1,180880250,180908250,5,",691MES,700MES,700ADRN,753ADRN,SH-SY5Y",0.617773814,0.740447083,,,ncc
chr1:182601750,chr1,182565900,182637600,4,",691MES,700ADRN,717MES,SH-SY5Y",0.988994029,0.994378752,",LAMC1:MES:354994",,
chr1:183821550,chr1,183772500,183870600,2,",691ADRN,717MES",0.125257704,0.250177974,",NMNAT2:ADRN:384866,RGL1:MES:1714",",RGL1:MES,NMNAT2:ADRN",
chr1:187240575,chr1,187230450,187250700,2,",691MES,700ADRN",0.649018089,0.761633017,,,
chr1:187828175,chr1,187804750,187851600,3,",700MES,700ADRN,717MES",0.800372226,0.876874515,,,
chr1:188128300,chr1,188108600,188148000,3,",700ADRN,753ADRN,SH-SY5Y",0.156422122,0.294754611,,,
chr1:19248450,chr1,19211100,19285800,2,",691MES,717MES",0.011292093,0.051417694,,,ncc
chr1:192593400,chr1,192574800,192612000,3,",700MES,700ADRN,SH-SY5Y",0.08060455,0.186580449,,,
chr1:197437125,chr1,197429250,197445000,2,",700ADRN,SH-SY5Y",0.523891274,0.669260029,,,
chr1:19760550,chr1,19706100,19815000,4,",700ADRN,717MES,753ADRN,SH-SY5Y",0.412366458,0.568286114,,,ncc
chr1:197639275,chr1,197621250,197657300,3,",700ADRN,753ADRN,SH-SY5Y",0.000753237,0.00978031,",NEK7:MES:90393",,
chr1:198246375,chr1,198216500,198276250,2,",700MES,SH-EP2",0.292426151,0.454217068,",NEK7:MES:90393",,
chr1:201152600,chr1,201138100,201167100,2,",691MES,SH-EP2",0.217103891,0.36373656,",CSRP1:MES:15313,PHLDA3:MES:26399",,
chr1:201239675,chr1,201229950,201249400,2,",700ADRN,SH-EP2",0.839748529,0.90440702,",CSRP1:MES:15313,PHLDA3:MES:26399",,
chr1:201451800,chr1,201411900,201491700,5,",691MES,700MES,700ADRN,717MES,SH-EP2",0.003224715,0.024251028,",CSRP1:MES:15313,PHLDA3:MES:26399",",CSRP1:MES",
chr1:201640250,chr1,201497800,201782700,6,",691MES,700MES,700ADRN,717MES,753ADRN,SH-EP2",0.012584149,0.053992673,",CSRP1:MES:15313,PHLDA3:MES:26399",",CSRP1:MES",ncc
chr1:202535025,chr1,202495050,202575000,6,",691MES,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.581955906,0.718048044,",KDM5B:MES:202549,UBE2T:ADRN:183956",,
chr1:203114525,chr1,203102850,203126200,2,",700ADRN,SH-EP2",0.063687838,0.157046272,",ATP2B4:MES:86414,FMOD:MES:39057,KDM5B:MES:202549",",FMOD:MES",
chr1:203258100,chr1,203234700,203281500,3,",691MES,717MES,753ADRN",0.034354752,0.100494265,",ATP2B4:MES:86414,FMOD:MES:39057,KDM5B:MES:202549",,
chr1:203490900,chr1,203472300,203509500,2,",700ADRN,SH-EP2",0.067220796,0.16262149,",ATP2B4:MES:86414,FMOD:MES:39057",",ATP2B4:MES",
chr1:204275400,chr1,204210000,204340800,7,",691MES,691ADRN,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.454241333,0.606178177,,,
chr1:204546525,chr1,204534150,204558900,2,",691ADRN,700ADRN",0.16137757,0.30068332,,,
chr1:204612000,chr1,204589800,204634200,3,",691ADRN,700ADRN,753ADRN",0.03208919,0.096791712,,,
chr1:205323550,chr1,205299500,205347600,4,",700MES,700ADRN,753ADRN,SH-EP2",0.003931883,0.026803647,",ELK4:MES:25200,RAB29:MES:167810",,
chr1:205487250,chr1,205458300,205516200,2,",691MES,717MES",0.000933432,0.011081168,",ELK4:MES:25200,RAB29:MES:167810",,
chr1:205560750,chr1,205544700,205576800,2,",691MES,717MES",0.001489563,0.015472833,",ELK4:MES:25200,RAB29:MES:167810",,
chr1:206536875,chr1,206482650,206591100,2,",691MES,SH-EP2",0.003713607,0.025972925,,,
chr1:206869950,chr1,206856000,206883900,2,",691MES,SH-EP2",0.00042327,0.007404993,,,
chr1:208185750,chr1,208165800,208205700,2,",691MES,SH-SY5Y",0.441794299,0.594063209,,,
